customer_id,full_name,email,phone,birth_date,country,signup_date,loyalty_tier
5248,Océane Pruvost,océane.pruvost@outlook.com,NULL,1977-08-24,United States,15/05/2022,argent
5249,Célina de la Pineau,célina.de.la.pineau@ gmail.com,0011594082,24-03-1971,France,24/04/2022,platine
5250,Julien Bailly Le Vallée,julien.bailly.le.vallée@outlook.com,+33443270185,27-10-1937,Belgique,2022-01-22,platine
5251,Marc Leduc,marc.leduc@outlook.com,+33228777251,1978-09-14,DE,21/09/2025,or
5252,Odette Chevallier de la Delaunay,odette.chevallier.de.la.delaunay@ gmail.com,+33094818139,1961-02-23,Francia,2024-06-06,argent
5253,Roland Barbe,roland.barbe@outlook.com,20.43.39.71.80,1949-12-05,DE,03/10/2024,bronze
5254,Amélie Marin,amélie.marin@yahoo.fr,+33085641118,15/05/2000,FRANCE,2022-07-25,bronze
5255,Éric Adam,éric.adam@yahoo.fr,+33952004615,2031-01-15,ch,08/06/2022,platine
5256,Josette Mallet,josette.mallet@ gmail.com,N/A,2006-05-05,Etats-Unis,25/04/2023,or
5257,Odette François-Guillet,odette.françois-guillet@gmail.com,0038249671,21/11/1937,DE,2025-12-15,bronze
5258,Emmanuelle de la Besson,emmanuelle.de.la.besson@yahoo.fr,+33700794200,1976-04-03,BELGIQUE,23/05/2026,VIP
5259,Laetitia Joseph,laetitia.joseph@gmail.com,0002891416,16/07/1954,DE,2025-03-20,
5260,Roger Guyot,roger.guyot@outlook.com,47.43.55.37.90,2001-08-05,CH,2023-05-14,unknown
5261,Tristan Bernard,tristan.bernard@outlook.com,+33768118071,20-05-1981,USA,2023-06-27,
5262,Martine Chevallier,martine.chevallier@yahoo.fr,-999,1949-01-04,CH,2024-11-06,argent
5263,Gabriel Teixeira-Étienne,gabriel.teixeira-étienne@outlook.com,0033614987283,25/06/1938,GERMANY,2025-01-08,bronze
5264,Diane-Anouk Pruvost,diane-anouk.pruvost@hotmail.fr,NULL,05-05-1945,BE,2021-09-24,-
5265,Anastasie Breton,anastasie.bretongmail.com,0058030468,01-03-1968,DE,2023-12-20,or
5266,Louis Leclercq,louis.leclercq@gmail.com,-,28/10/1960,United States,06/10/2025,bronze
5267,Margaret-Jeannine Hoarau,margaret-jeannine.hoaraugmail.com,-999,24-10-1943,fr,2022-02-24,argent
5268,Alfred Hoareau,alfred.hoareau@yahoo.fr,0096110804,21-03-1959,SUISSE,2025-12-21,argent
5269,Brigitte Maurice,brigitte.maurice@outlook.com,0076991507,1992-02-14,FR,2024-04-22,bronze
5270,Élise-Catherine Henry,élise-catherine.henrygmail.com,0045679723,23/08/1936,SUISSE,2022-05-30,bronze
5271,Antoine Rodriguez,antoine.rodriguez@hotmail.fr,+33822749545,1959-02-05,Suisse,2026-07-29,bronze
5272,Claudine de Gomez,claudine.de.gomez@yahoo.fr,31.53.77.95.90,2031-01-15,ch,21/07/2024,or
5273,Lucy Humbert,lucy.humbert@yahoo.fr,03.37.93.37.50,1960-05-15,Francia,04/10/2025,or
5274,Emmanuelle Alexandre,emmanuelle.alexandre@hotmail.fr,+33081247395,17/07/1949,Etats-Unis,2021-12-10,or
5275,Eugène Philippe,eugène.philippe@hotmail.fr,+33323024102,11-01-1957,Belgique,2023-08-14,or
5276,Jean Lacroix,jean.lacroix@outlook.com,n/a,09/08/1958,DE,12/08/2023,argent
5277,Margaud Joseph,margaud.joseph@gmail.com,+33842530428,1967-12-09,FRANCE,2026-07-26,platine
5278,Françoise Petitjean,françoise.petitjean@outlook.com,68.57.87.25.50,1941-10-30,Belgique,08/05/2024,bronze
5279,Virginie Reynaud,virginie.reynaud@outlook.com,0033373634669,1955-11-06,BE,2022-07-05,argent
5280,Joséphine Dias,joséphine.dias@yahoo.fr,0090789567,29-01-1942,FRANCE,2024-01-23,or
5281,Michèle Mahe,michèle.mahe@yahoo.fr,0033415148881,02-07-1959,Suisse,26/08/2025,or
5282,Benoît Lemaire-Guérin,benoît.lemaire-guérin@gmail.com,-,28/09/1962,Belgique,2023-02-17,bronze
5283,Océane Lebon,océane.lebon@outlook.com,33.37.38.98.70,13/05/1997,États-Unis,03/05/2025,bronze
5284,Marianne Clément,-999,0033780529240,16/03/1959,CH,22/03/2024,or
5285,Maggie Jean,maggie.jean@hotmail.fr,unknown,28/02/1967,Belgique,04/08/2024,n/a
5286,Monique Martins,monique.martins@gmail.com,null,16-11-2006,be,2022-08-11,VIP
5287,Victoire Michel de la Philippe,victoire.michel.de.la.philippe@gmail.com,0033817058025,07/12/1940,be,2026-01-08,
5288,Nathalie Barbier,nathalie.barbier@ gmail.com,0033632346729,2009-12-10,fr,06/08/2024,platine
5289,Théodore Renaud du Baron,théodore.renaud.du.baron@hotmail.fr,,07-11-1950,fr,2025-05-30,or
5290,Tristan Pineau Le Bonnin,tristan.pineau.le.bonnin@hotmail.fr,32.96.76.29.10,03-12-1998,SUISSE,10/09/2023,platine
5291,  GEORGES BARBIER  ,georges.barbier@hotmail.fr,,03-04-1956,US,19/07/2022,-
5292,Philippe de Pinto,philippe.de.pintogmail.com,+33600412577,22-09-1937,United States,2024-01-11,argent
5293,Robert Descamps,,+33209124186,23-11-1953,SUISSE,2022-07-25,GOLD
5294,Yves Maillard,yves.maillard@yahoo.fr,0033370816470,27/03/1947,fr,2024-09-17,argent
5295,Laurent Gosselin,laurent.gosselin@gmail.com,0060053131,08-11-1950,fr,15/09/2025,argent
5296,Émile Bertrand,émile.bertrand@hotmail.fr,+33938661331,25-11-1966,US,04/07/2023,or
5297,Aimé Maréchal,aimé.maréchal@gmail.com,?,1984-10-09,fr,2025-07-24,platine
5298,Caroline Mendès,caroline.mendès@yahoo.fr,62.52.57.15.00,09/12/1975,GERMANY,06/10/2024,bronze
5299,Sophie-Monique Gros,sophie-monique.gros@outlook.com,0091436391,08-10-1983,de,08/01/2022,platine
5300,Zoé Collet,zoé.colletgmail.com,?,1950-11-15,Allemagne,23/06/2025,or
5301,Jacques Le Goff-Berger,jacques.le.goff-berger@outlook.com,+33852701713,28/02/1951,France,25/12/2021,argent
5302,François Marchand,françois.marchand@hotmail.fr,?,09/08/1942,DE,2023-03-28,platine
5303,Sophie-Émilie Maillard,sophie-émilie.maillard@yahoo.fr,0033277689627,28-05-2000,FRANCE,27/10/2021,bronze
5304,Pénélope Perez,pénélope.perez@yahoo.fr,24.67.47.46.80,21-08-1992,United States,2024-10-02,or
5305,Jacques Dufour,jacques.dufour@ gmail.com,0033857666567,03-05-1989,fr,06/04/2023,platine
5306,Arnaude-Odette Morel,arnaude-odette.morelgmail.com,0045875066,27-02-2010,ch,2025-05-27,platine
5307,Olivier Fontaine-Étienne,olivier.fontaine-étienne@gmail.com,0043992011,17/01/1983,fr,2024-12-11,or
5308,Nicole Munoz,n/a,0044886946,08/09/1979,FR,26/06/2025,platine
5309,Bernard Bousquet,bernard.bousquet@yahoo.fr,0033402701168,02-09-1978,be,2023-10-22,bronze
5310,Martin Picard de la Besson,martin.picard.de.la.besson@yahoo.fr,NULL,14/09/1949,de,2023-01-07,platine
5311,Sabine Toussaint,sabine.toussaintgmail.com,0014150937,2004-03-12,DE,24/02/2024,n/a
5312,Aimé Bonnet,aimé.bonnet@gmail.com,80.69.84.77.50,1899-05-20,BELGIQUE,29/09/2024,or
5313,Michèle Normand,michèle.normandgmail.com,0033905510762,26-06-2002,United States,2021-11-06,argent
5314,Rémy Guyot,n/a,+33863050505,20-01-2007,de,2025-02-10,platine
5315,Thibaut Vallée-Alexandre,thibaut.vallée-alexandre@outlook.com,-999,01/03/1991,FRANCE,12/05/2022,platine
5316,Henri Maillet,henri.mailletgmail.com,,12/06/2010,BE,2022-07-10,platine
5317,Nathalie Gosselin,nathalie.gosselin@hotmail.fr,+33715399156,01-10-1956,Belgique,2026-04-10,platine
5318,Renée Rey,renée.rey@yahoo.fr,unknown,27/06/1952,FRANCE,2024-08-10,or
5319,Honoré Bonnet,honoré.bonnet@yahoo.fr,+33289931608,24/12/1979,CH,26/12/2025,bronze
5320,Claudine Collet,-999,0009548149,07/07/1998,Belgique,11/02/2024,bronze
5321,Paul Le Fischer,paul.le.fischer@gmail.com,+33027642086,18-03-2008,BELGIQUE,30/05/2023,platine
5322,Marine Boulay,marine.boulay@gmail.com,+33861259047,27-01-1965,États-Unis,2024-12-30,platine
5323,Christine-Simone Grenier,christine-simone.grenier@yahoo.fr,+33591266201,1971-11-28,CH,02/07/2023,argent
5324,Dorothée Roux,NULL,0001367492,1944-07-10,ch,26/12/2024,bronze
5325,Aurore Merle,aurore.merle@hotmail.fr,11.11.78.30.90,01/07/1970,fr,02/08/2024,bronze
5326,Valentine-Laure Lemonnier,valentine-laure.lemonnier@yahoo.fr,+33921518260,17/08/1991,BELGIQUE,10/09/2023,argent
5327,Victoire Andre-Paul,victoire.andre-paulgmail.com,+33208751029,1998-07-05,États-Unis,02/10/2022,bronze
5328,Benjamin Guilbert,benjamin.guilbert@yahoo.fr,0082603408,24-12-1954,ch,2026-03-31,gold
5329,Vincent Joubert du Joly,vincent.joubert.du.joly@yahoo.fr,0033831030324,02-01-1979,United States,02/01/2026,bronze
5330,Daniel de la Maury,daniel.de.la.maurygmail.com,0046267146,27/08/1962,US,04/06/2026,or
5331,René Martins,rené.martins@yahoo.fr,92.62.56.60.90,1941-01-05,Allemagne,17/12/2022,platine
5332,Charles-René Masson,charles-rené.masson@hotmail.fr,+33542340163,1987-01-08,FRANCE,2023-08-13,or
5333,Charles Roger,charles.roger@yahoo.fr,0094849102,18/03/1975,BE,2023-04-24,argent
5334,Édith Barre,édith.barre@yahoo.fr,08.22.26.94.00,06/03/1996,United States,25/04/2026,bronze
5335,Jeanne Potier,jeanne.potier@outlook.com,+33844683414,17-05-1981,BELGIQUE,2023-10-03,
5336,Bernadette Couturier,bernadette.couturier@yahoo.fr,unknown,1941-09-07,États-Unis,18/03/2024,argent
5337,Chantal Lebon-Garcia,chantal.lebon-garcia@gmail.com,+33890972832,11-12-1981,Francia,2022-02-05,bronze
5338,Pierre Benard,pierre.benardgmail.com,0053814474,28/02/2007,Suisse,2023-01-17,argent
5339,Thomas Colas,N/A,0033705097545,30-03-1965,FR,04/04/2022,argent
5340,Éléonore Maréchal,éléonore.maréchal@outlook.com,-,1962-04-25,États-Unis,08/11/2022,argent
5341,Michelle Ribeiro,michelle.ribeiro@yahoo.fr,+33722560531,22/01/1963,BE,02/09/2022,argent
5342,Daniel Delaunay,daniel.delaunay@gmail.com,41.67.87.25.60,2031-01-15,USA,25/03/2024,bronze
5343,Christelle Masson,christelle.massongmail.com,+33030569067,20-07-2007,Allemagne,2023-03-03,bronze
5344,Aurélie Samson,aurélie.samson@yahoo.fr,+33143637189,23-11-1967,BELGIQUE,18/08/2022,argent
5345,Clémence-Henriette Mathieu,clémence-henriette.mathieu@hotmail.fr,+33093106684,1945-08-24,United States,2025-03-23,argent
5346,Frédéric Marques-Launay,frédéric.marques-launay@yahoo.fr,n/a,31/08/1971,CH,21/09/2021,argent
5347,Frédérique Renault,frédérique.renault@hotmail.fr,+33554110825,1971-02-16,FRANCE,11/07/2023,or
5348,Michelle Gomez,michelle.gomez@gmail.com,-,28/06/1984,de,04/02/2022,bronze
5349,Marianne Hernandez-Pages,marianne.hernandez-pages@gmail.com,0068485571,1971-04-16,GERMANY,2026-04-12,platine
5350,Olivier Humbert,olivier.humbert@gmail.com,0009036788,1975-01-02,FRANCE,01/08/2026,argent
5351,Matthieu Hamel,matthieu.hamel@outlook.com,N/A,02/12/1973,FRANCE,29/03/2024,argent
5352,Josette Le Vasseur,josette.le.vasseur@hotmail.fr,unknown,13-12-1957,US,02/02/2026,or
5353,Tristan Menard,tristan.menard@outlook.com,95.51.84.26.90,09-12-2009,BE,13/03/2023,argent
5354,Thomas Dubois,,+33891649837,08-07-1997,fr,29/10/2022,argent
5355,François-Stéphane Lombard,françois-stéphane.lombard@yahoo.fr,+33527172722,1996-04-21,FRANCE,2022-09-01,platine
5356,Édith Jourdan,édith.jourdan@yahoo.fr,N/A,16-11-1956,CH,2025-05-06,bronze
5357,Aimé Marion,aimé.marion@outlook.com,0031429001,16/03/1943,USA,07/06/2024,bronze
5358,Aurélie Renaud,aurélie.renaud@outlook.com,+33230848100,2031-01-15,BE,2022-03-27,argent
5359,Bernard Gros du Blanchard,bernard.gros.du.blanchard@gmail.com,unknown,25/10/1935,be,2022-11-05,?
5360,Joseph Garnier Le Lemaire,joseph.garnier.le.lemaire@yahoo.fr,0033685926249,1962-10-05,ch,2025-10-23,platine
5361,Caroline Dupuy,caroline.dupuy@yahoo.fr,0052677119,2004-06-10,United States,10/11/2023,argent
5362,David-Benjamin Breton,david-benjamin.breton@gmail.com,-999,01-05-2010,FR,2024-06-20,or
5363,Virginie Rossi-Regnier,virginie.rossi-regnier@hotmail.fr,0033931350305,1997-04-30,ch,2024-07-07,argent
5364,Bertrand Lopez,bertrand.lopez@gmail.com,0063330212,28-01-2004,Etats-Unis,11/08/2023,argent
5365,  MARCEL GUICHARD  ,marcel.guichard@yahoo.fr,0033202521310,12/10/1939,CH,2024-07-26,argent
5366,Clémence Salmon,clémence.salmon@yahoo.fr,n/a,28-05-1949,SUISSE,2025-06-24,bronze
5367,Corinne de Delaunay,corinne.de.delaunay@yahoo.fr,unknown,05-03-1998,de,09/06/2025,bronze
5368,Andrée Vasseur,andrée.vasseur@gmail.com,62.05.63.41.10,1965-02-22,Suisse,10/02/2022,platine
5369,Margaret Leroy de la Carre,margaret.leroy.de.la.carre@gmail.com,43.83.03.41.90,06-12-1947,US,2024-07-18,platine
5370,Valérie-Amélie Rousseau,valérie-amélie.rousseaugmail.com,0033835652156,26/04/1959,Belgique,2026-03-16,platine
5371,Capucine de la Laurent,capucine.de.la.laurent@ gmail.com,0033227113322,06/10/1979,be,09/09/2026,bronze
5372,Marianne du Payet,marianne.du.payet@ gmail.com,,24/02/1961,États-Unis,30/09/2025,bronze
5373,Honoré Lévy,honoré.lévy@yahoo.fr,+33242149551,15/10/2000,FR,2022-01-28,or
5374,Josette Reynaud,josette.reynaud@outlook.com,0054669275,09-02-2009,United States,14/04/2024,argent
5375,Margaux Besson de Normand,margaux.besson.de.normand@hotmail.fr,38.02.14.62.90,1966-09-18,GERMANY,2023-09-20,platine
5376,Frédéric Chevallier,frédéric.chevallier@hotmail.fr,+33711216636,14-04-2001,CH,14/05/2023,platine
5377,Marianne Texier,marianne.texier@outlook.com,,12/03/1972,CH,05/08/2025,or
5378,Jules Perret,jules.perret@gmail.com,44.21.21.46.10,11-02-2009,de,20/03/2023,argent
5379,Paulette Hardy,paulette.hardy@outlook.com,N/A,13-10-1951,ch,02/03/2025,or
5380,Martin Monnier,martin.monnier@gmail.com,0099255027,02-03-2004,fr,24/05/2026,argent
5381,Margaud Noël,margaud.noëlgmail.com,n/a,1995-02-15,CH,05/08/2025,or
5382,Michelle Fabre Le Lacroix,michelle.fabre.le.lacroix@yahoo.fr,+33481776655,25/02/2007,FR,12/11/2025,or
5383,Margaret Noël,margaret.noëlgmail.com,+33928664649,14-03-2005,États-Unis,31/05/2026,platine
5384,Benjamin Duval,benjamin.duval@outlook.com,unknown,1942-06-12,de,2022-10-13,bronze
5385,Monique Noël,monique.noël@yahoo.fr,+33605384444,1950-05-23,Suisse,2025-11-30,bronze
5386,Isabelle Thomas,isabelle.thomasgmail.com,N/A,2003-03-28,Belgique,02/07/2024,bronze
5387,Élise Chauvet,élise.chauvet@yahoo.fr,0065826312,21-01-1984,USA,2024-03-30,bronze
5388,Nathalie-Josette Lenoir,nathalie-josette.lenoir@outlook.com,0033609209819,1947-08-27,SUISSE,20/08/2023,or
5389,Michel Couturier,michel.couturiergmail.com,38.36.40.41.20,1983-02-01,be,2024-11-10,platine
5390,Caroline-Cécile Jacques,caroline-cécile.jacques@hotmail.fr,21.17.53.61.70,06-04-2005,be,13/09/2025,bronze
5391,Arnaude Coulon,arnaude.coulon@outlook.com,N/A,31-08-2007,Suisse,23/04/2022,argent
5392,Marie Guillet,marie.guillet@gmail.com,?,05-05-2010,BE,2026-01-21,or
5393,Franck Martinez,franck.martinez@yahoo.fr,0031584776,1960-04-15,Francia,2024-04-14,unknown
5394,Élise Deschamps,élise.deschamps@gmail.com,+33423767694,11/09/1948,États-Unis,2025-10-20,bronze
5395,Catherine Seguin du Gilbert,-,0084964985,14-09-1950,BELGIQUE,18/09/2023,platine
5396,Éric Breton,éric.breton@yahoo.fr,0033552510505,05/12/1967,US,16/10/2022,or
5397,Margot-Hortense Guilbert,margot-hortense.guilbert@yahoo.fr,0084919665,09-09-1940,USA,16/10/2025,platine
5398,Eugène de Teixeira,eugène.de.teixeiragmail.com,0033295963904,1973-02-14,FR,2021-10-23,bronze
5399,Adèle-Susan Jacquet,adèle-susan.jacquet@outlook.com,0033501716445,1945-07-21,be,2025-06-28,platine
5400,Audrey Berthelot,audrey.berthelot@outlook.com,NULL,2031-01-15,USA,2025-11-07,argent
5401,Bernard Breton,-999,0033580040104,29-04-2000,SUISSE,05/02/2022,platine
5402,Monique Dupuy,monique.dupuy@outlook.com,52.96.71.88.30,15-02-1988,Belgique,11/08/2024,N/A
5403,Laurence Lebrun,laurence.lebrun@ gmail.com,15.83.31.17.00,02-09-1993,SUISSE,14/10/2022,NULL
5404,Nicolas du Roche,nicolas.du.roche@gmail.com,+33547281235,2031-01-15,BE,26/08/2023,argent
5405,Émilie Valette,émilie.valette@gmail.com,91.27.11.30.70,27-09-1965,DE,2022-08-28,null
5406,Noël Peltier,noël.peltier@hotmail.fr,+33563268685,1975-07-17,Allemagne,27/12/2021,bronze
5407,Julien-Benoît Girard,julien-benoît.girardgmail.com,+33294897861,15/05/1984,ch,16/02/2025,bronze
5408,Bertrand Vasseur-Noël,bertrand.vasseur-noël@ gmail.com,0033814396661,16-09-1939,BE,27/10/2022,bronze
5409,Paul-François Picard,paul-françois.picard@gmail.com,null,27-08-1994,DE,16/02/2025,bronze
5410,Éric Le Roux,éric.le.roux@gmail.com,0024120957,20-03-2003,CH,2024-08-21,or
5411,Jeanne Georges,jeanne.georges@outlook.com,?,05-12-1943,Suisse,25/05/2025,or
5412,Joséphine Dupré-Coulon,joséphine.dupré-coulon@outlook.com,0097148026,27/09/1954,DE,02/01/2026,or
5413,Joseph Mahe,joseph.mahe@gmail.com,0033614878245,15/01/1938,États-Unis,01/03/2026,or
5414,Patricia Baron,patricia.barongmail.com,0033167954107,1958-12-03,United States,2026-05-12,platine
5415,Nicolas Bazin,nicolas.bazin@hotmail.fr,74.14.07.03.40,1946-12-28,SUISSE,2025-11-07,n/a
5416,  ANDRÉ CAMUS  ,andré.camus@hotmail.fr,0033254882142,29-08-1958,fr,2026-09-14,platine
5417,Martin de Charpentier,martin.de.charpentiergmail.com,n/a,1952-02-20,Suisse,2025-02-12,platine
5418,Christine Normand,christine.normand@gmail.com,+33441497826,1993-04-19,be,20/08/2025,argent
5419,Brigitte Dos Santos,brigitte.dos.santos@ gmail.com,-999,20/03/1975,BELGIQUE,01/03/2022,platine
5420,Thibault Hernandez,thibault.hernandez@outlook.com,-999,20/09/1994,fr,2025-12-02,bronze
5421,Antoine Dupuy,antoine.dupuy@gmail.com,0075019803,19-12-1997,CH,21/04/2024,argent
5422,Virginie Dufour-Hubert,virginie.dufour-hubert@outlook.com,+33931102918,08/11/2002,de,2022-03-16,argent
5423,Bernard du Laurent,bernard.du.laurent@yahoo.fr,N/A,1998-03-06,Francia,2022-05-04,bronze
5424,Timothée Simon,timothée.simon@gmail.com,,01-08-1949,USA,05/09/2023,argent
5425,Nicolas Delattre,nicolas.delattre@outlook.com,+33960940970,25/09/1996,SUISSE,07/04/2026,bronze
5426,Christine Bigot,christine.bigot@outlook.com,+33883586812,27/11/2001,DE,2025-01-01,or
5427,Maggie Jacques,unknown,0033767929884,1989-05-12,Francia,2022-05-15,or
5428,Marine Mary,marine.mary@outlook.com,N/A,13-01-1982,USA,2026-03-22,or
5429,Léon Faivre,léon.faivre@hotmail.fr,01.75.90.25.10,21/09/2008,SUISSE,2025-03-20,platine
5430,Christiane Diaz,christiane.diaz@gmail.com,+33433268319,04-10-1978,Etats-Unis,04/11/2021,platine
5431,François Fontaine,françois.fontaine@outlook.com,0052873397,22-06-1996,BELGIQUE,2024-03-24,or
5432,Christine Mercier,christine.mercier@gmail.com,unknown,21-08-1968,FRANCE,18/05/2023,argent
5433,William Deschamps-Perrier,william.deschamps-perriergmail.com,93.89.84.69.00,20/06/1988,Francia,14/06/2024,argent
5434,Stéphane Georges,stéphane.georges@gmail.com,0033435023850,29-12-2005,Belgique,25/11/2022,or
5435,Roland Bourdon,roland.bourdon@yahoo.fr,0033918724010,15/06/1988,de,16/03/2024,argent
5436,Victor Marty-Perret,victor.marty-perret@hotmail.fr,N/A,18-07-1971,Suisse,2025-03-14,argent
5437,Pénélope Dias,pénélope.dias@yahoo.fr,0033356033190,21-01-1946,France,2022-11-09,argent
5438,Amélie Garcia-Fouquet,amélie.garcia-fouquet@yahoo.fr,0040559342,1954-06-20,Suisse,02/10/2024,?
5439,Chantal Descamps,chantal.descampsgmail.com,0074584384,25/06/1941,BE,2023-04-26,platine
5440,Camille Duval-Vincent,camille.duval-vincent@outlook.com,32.83.48.31.50,1961-09-20,Belgique,2025-05-07,argent
5441,Alfred Huet,alfred.huet@gmail.com,,1988-02-06,GERMANY,23/08/2023,bronze
5442,Laurent Jacob,NULL,+33804085095,09-01-1969,Suisse,03/05/2026,bronze
5443,Théodore-Franck Boulay,théodore-franck.boulay@hotmail.fr,64.87.69.98.40,10/10/1937,France,2022-07-14,argent
5444,Suzanne Vallet,suzanne.vallet@gmail.com,0038459609,2010-03-03,fr,2023-02-04,platine
5445,Vincent-Gilbert Guibert,N/A,42.77.07.07.00,29/06/1996,Allemagne,21/07/2026,argent
5446,Gabrielle Lejeune,gabrielle.lejeune@gmail.com,+33172444723,12-02-1940,États-Unis,15/11/2024,platine
5447,Thierry Bègue,thierry.bègue@outlook.com,+33950830440,2031-01-15,FRANCE,11/02/2025,n/a
5448,Amélie Brunel,amélie.brunel@ gmail.com,81.33.59.56.10,29-04-1953,CH,06/12/2024,platine
5449,David Laurent Le Seguin,david.laurent.le.seguin@outlook.com,+33902504290,1899-05-20,France,2022-04-03,argent
5450,Hugues Le Fabre,hugues.le.fabre@outlook.com,39.89.86.81.80,1964-02-19,de,18/09/2025,or
5451,Sylvie Delmas du Prévost,sylvie.delmas.du.prévost@yahoo.fr,37.51.37.65.10,29/11/1955,USA,26/06/2023,bronze
5452,Astrid Le Guibert,astrid.le.guibert@outlook.com,0033283692944,13/01/1972,be,07/06/2023,bronze
5453,Augustin Lejeune,n/a,70.21.64.87.10,20/04/1967,US,09/05/2022,bronze
5454,Martin Laurent,martin.laurent@hotmail.fr,NULL,24/06/1987,Francia,2026-03-18,argent
5455,Catherine Mace,catherine.mace@outlook.com,0072298120,12-02-1939,FR,2024-09-09,platine
5456,Susanne Gillet,NULL,+33347509889,04/10/1959,BELGIQUE,06/04/2024,bronze
5457,Louise Breton,louise.breton@yahoo.fr,0033849951542,1964-07-12,BE,25/04/2022,or
5458,Patrick-Matthieu Hubert,patrick-matthieu.hubert@gmail.com,,2002-02-15,US,27/03/2026,bronze
5459,Élise Robert-Camus,,0078274117,1998-02-28,GERMANY,2026-03-02,platine
5460,Julie Fernandez,N/A,0052854781,24/07/2000,ch,04/04/2025,argent
5461,Alex Lesage,alex.lesage@gmail.com,0029633472,04/04/1943,France,2024-02-23,or
5462,Paul Carre,paul.carre@yahoo.fr,0033178932064,10-08-1945,de,2024-10-15,argent
5463,Inès-Marine Guillet,,76.95.87.41.30,1975-07-05,be,2022-04-14,or
5464,Marc Cohen Le Hoarau,marc.cohen.le.hoarau@outlook.com,+33562779630,28/05/1985,Belgique,2023-03-06,
5465,Gabrielle du Bonnet,gabrielle.du.bonnet@gmail.com,0033766404735,1977-11-22,Francia,2024-11-26,bronze
5466,Honoré Pons,honoré.pons@yahoo.fr,,17-06-1966,Belgique,16/08/2025,platine
5467,Marthe Gosselin,marthe.gosselin@hotmail.fr,N/A,1993-03-05,FR,2023-05-19,or
5468,Robert de la Richard,robert.de.la.richard@outlook.com,+33702440330,1938-06-06,DE,2023-01-31,platine
5469,Laurent Bègue,laurent.bègue@gmail.com,,12-10-1965,Allemagne,10/09/2022,or
5470,Marcelle Breton du Blanchet,marcelle.breton.du.blanchetgmail.com,+33497646136,26-06-1991,Suisse,2024-07-11,platine
5471,Lorraine Boutin,lorraine.boutin@gmail.com,58.17.39.06.30,1899-05-20,ch,2023-12-16,bronze
5472,Catherine Weiss,catherine.weissgmail.com,0033379312697,07/01/1959,be,04/05/2024,platine
5473,Hortense-Anne Gosselin,hortense-anne.gosselin@yahoo.fr,0099604387,23/09/1972,US,13/06/2024,argent
5474,Inès Lebrun,inès.lebrun@gmail.com,N/A,1970-04-29,de,2022-09-16,or
5475,Alfred Lamy,alfred.lamy@yahoo.fr,0033041644859,1972-11-11,DE,2026-03-04,argent
5476,Danielle-Claire Charpentier,danielle-claire.charpentiergmail.com,0033477352287,19-12-1974,Allemagne,2021-10-08,argent
5477,Dorothée Gérard,dorothée.gérard@outlook.com,+33875109792,04/01/1971,FRANCE,2022-01-20,platine
5478,Hélène Barre-Techer,hélène.barre-techer@hotmail.fr,0033459648831,13/10/1936,SUISSE,2024-09-07,or
5479,Franck Guyot,franck.guyotgmail.com,0033599949732,1949-02-05,ch,2021-09-25,or
5480,Franck Robin-Bonneau,franck.robin-bonneau@hotmail.fr,0028767548,16-09-1946,CH,10/07/2025,argent
5481,Roger Carlier-Hoareau,roger.carlier-hoareau@gmail.com,0033819324268,1993-10-07,BELGIQUE,06/12/2023,platine
5482,Zacharie-Charles Pascal,zacharie-charles.pascalgmail.com,0063983652,17/03/2003,BE,22/05/2026,or
5483,Eugène Pichon,eugène.pichon@gmail.com,15.48.09.40.40,1962-10-18,ch,06/12/2024,platine
5484,Amélie Grenier,amélie.grenier@ gmail.com,+33977278105,1899-05-20,be,12/11/2021,platine
5485,Emmanuel Payet,emmanuel.payet@outlook.com,0033184390552,07/12/1941,be,2026-04-02,argent
5486,Mathilde-Agathe Chartier,mathilde-agathe.chartier@gmail.com,41.27.04.93.80,1965-12-17,Suisse,08/10/2023,or
5487,Honoré Paris,honoré.paris@yahoo.fr,0071112125,1977-10-06,DE,05/09/2024,or
5488,Émile Dubois,émile.dubois@outlook.com,+33324064242,14-01-1952,US,19/07/2024,platine
5489,Hélène Roche,hélène.roche@outlook.com,0017595587,08-03-1956,Allemagne,14/11/2025,or
5490,Alfred Mary,alfred.mary@hotmail.fr,?,25/08/1964,de,2024-01-23,bronze
5491,  BERTRAND BLONDEL  ,bertrand.blondel@hotmail.fr,0059690515,1985-02-05,Francia,26/01/2026,bronze
5492,Édouard De Oliveira,édouard.de.oliveiragmail.com,27.82.07.97.90,1971-05-21,DE,2024-08-08,argent
5493,Noémi Reynaud,noémi.reynaud@outlook.com,unknown,1998-04-13,BELGIQUE,2026-06-29,
5494,Alix Goncalves,alix.goncalvesgmail.com,22.50.14.25.70,20-02-1974,US,14/09/2023,null
5495,Adélaïde Delmas,adélaïde.delmas@gmail.com,33.61.32.85.00,14-10-1946,France,10/02/2024,or
5496,Capucine Georges,capucine.georges@gmail.com,0033316252654,17-12-1976,Suisse,2025-10-27,bronze
5497,Nathalie Joubert,nathalie.joubert@gmail.com,?,04-02-1941,de,2025-06-25,N/A
5498,Tristan Rolland,tristan.rolland@hotmail.fr,null,1946-01-29,de,05/02/2025,platine
5499,Alexandria Bertin,alexandria.bertin@hotmail.fr,N/A,12-08-2007,FRANCE,2022-05-14,argent
5500,Nathalie du Dubois,nathalie.du.dubois@hotmail.fr,+33419785758,2031-01-15,États-Unis,2026-08-01,platine
